,Height,Label,Score,Width,filenames,x,y
461,575,blueSunglasses,0.28058,1277,Person7_7,1237,2188
462,696,eyeball,0.26256999999999997,780,Person7_3,310,1492
463,1775,sign,0.43138000000000004,2111,Person7_3,820,1260
464,1291,silverStraw,0.41321,2608,Person7_3,847,11
465,494,lavenderDie,0.71409,444,Person7_3,1922,1603
466,1271,birdCall,0.2983,1116,Person7_14,2460,1190
467,1936,canadaPencil,0.4634,2635,Person7_14,14,394
468,847,cloudSign,0.3325,1035,Person7_14,2205,1392
469,918,eyeball,0.46066999999999997,1183,Person7_14,2124,1392
470,1079,metalKey,0.5523899999999999,1613,Person7_14,1922,1291
471,1946,sign,0.39274000000000003,1022,Person7_14,2514,1089
472,414,blueSunglasses,0.43353,1076,Person7_14,2500,1623
473,1220,cloudSign,0.25952,1008,Person7_2,1667,1815
474,847,eyeball,0.35864,1143,Person7_2,1291,1855
475,938,pinkCandle,0.26411,189,Person7_2,1506,2097
476,918,redWhistle,0.44333,1479,Person7_2,834,2117
477,2783,sign,0.4489,982,Person7_2,525,11
478,686,blueSunglasses,0.25253000000000003,1788,Person7_2,686,192
479,1301,hairClip,0.66699,1358,Person7_2,619,1422
480,1260,cloudSign,0.25851999999999997,861,Person7_11,269,968
481,1875,cupcakePaper,0.33448,1882,Person7_11,2084,898
482,877,eyeball,0.25366,928,Person7_11,1680,1603
483,1754,metalKey,0.25625,1654,Person7_11,1922,1170
484,1704,birdCall,0.30303,1600,Person7_17,767,1331
485,1502,cloudSign,0.37483,1116,Person7_17,2460,11
486,676,eyeball,0.31658000000000003,1116,Person7_17,1277,1926
487,1291,metalKey,0.2887,1990,Person7_17,874,11
488,1351,pinkCandle,0.33394,511,Person7_17,457,1392
489,1250,redWhistle,0.46812,1183,Person7_17,1237,1785
490,2450,sign,0.6197699999999999,1170,Person7_17,148,585
491,353,blueSunglasses,0.28049,1076,Person7_17,2487,565
492,1875,yellowBag,0.2911,2111,Person7_17,1936,1160
493,1613,birdCall,0.5139100000000001,1654,Person7_12,1344,363
494,1341,cloudSign,0.47202,1976,Person7_12,1170,938
495,736,eyeball,0.36177,726,Person7_12,1788,182
496,1432,metalKey,0.43701999999999996,1600,Person7_12,780,252
497,1109,pinkCandle,0.3613,457,Person7_12,2500,857
498,1825,pumpkinNotes,0.303,1976,Person7_12,1156,464
499,1381,sign,0.30175,1103,Person7_12,1318,1654
500,666,blueSunglasses,0.40226,1573,Person7_12,1076,847
501,1109,hairClip,0.31451999999999997,1116,Person7_12,1882,1079
502,434,lavenderDie,0.31108,336,Person7_12,1680,313
503,1371,stickerBox,0.41453999999999996,982,Person7_12,1680,716
504,1845,birdCall,0.25797,2379,Person7_8,121,454
505,847,eyeball,0.4634,1210,Person7_8,121,333
506,1392,metalKey,0.2853,1519,Person7_8,820,273
507,1906,pumpkinNotes,0.44059,1654,Person7_8,471,877
508,2702,yellowBalloon,0.48466000000000004,2473,Person7_8,81,333
509,968,blueSunglasses,0.61751,1949,Person7_8,323,494
510,1190,hairClip,0.2699,1022,Person7_8,1358,605
511,605,lavenderDie,0.33343,404,Person7_8,1640,676
512,2188,yellowBag,0.64344,1801,Person7_8,417,736
513,1200,cupcakePaper,0.38669000000000003,1452,Person7_5,1156,1835
514,676,eyeball,0.3249,914,Person7_5,242,1291
515,2510,sign,0.28844000000000003,955,Person7_5,3092,132
516,948,blueSunglasses,0.60701,1640,Person7_5,767,1361
517,1311,cloudSign,0.25658000000000003,1116,Person7_4,1008,716
518,746,eyeball,0.25179,767,Person7_4,1775,817
519,1321,metalKey,0.46651000000000004,1533,Person7_4,1385,525
520,2319,sign,0.6358199999999999,1318,Person7_4,914,716
521,867,blueSunglasses,0.46863,1694,Person7_4,1318,746
522,2047,yellowBag,0.26185,1277,Person7_4,14,787
523,1361,cloudSign,0.30111,1371,Person7_10,1465,11
524,736,eyeball,0.27698,914,Person7_10,1103,837
525,1331,redWhistle,0.85849,1479,Person7_10,14,716
526,2097,sign,0.45202,1129,Person7_10,2460,11
527,1825,yellowBag,0.27005999999999997,2675,Person7_10,1116,1210
528,2087,sign,0.6425,1129,Person7_16,726,11
529,414,lavenderDie,0.65381,363,Person7_16,1976,1412
530,454,cloudSign,0.34545,377,Person7_6,1627,31
531,1825,cupcakePaper,0.25863,1748,Person7_6,1869,494
532,2127,sign,0.30106,417,Person7_6,1949,11
533,1402,cloudSign,0.29424,1465,Person7_15,820,686
534,2148,sign,0.47526999999999997,1076,Person7_15,1331,888
535,1533,birdCall,0.45133,1479,Person7_9,2554,1049
536,1109,cloudSign,0.31538,1224,Person7_9,1546,605
537,1785,cupcakePaper,0.32465,1788,Person7_9,686,1250
538,666,eyeball,0.4596,780,Person7_9,2043,666
539,1492,metalKey,0.42981,1506,Person7_9,1694,444
540,1402,pumpkinNotes,0.30380999999999997,1210,Person7_9,1586,484
541,1271,redWhistle,0.74119,1371,Person7_9,2635,1392
542,2137,sign,0.40034000000000003,982,Person7_9,1976,898
543,504,blueSunglasses,0.47317,1452,Person7_9,2016,1129
544,1180,hairClip,0.34428000000000003,1264,Person7_9,1264,615
545,1492,birdCall,0.30644,1291,Person7_1,1492,1281
546,1422,cloudSign,0.43995,1318,Person7_1,1479,1321
547,625,eyeball,0.33147,1197,Person7_1,1291,1533
548,1331,metalKey,0.4164,1640,Person7_1,1627,1170
549,1089,pinkCandle,0.47135,363,Person7_1,1963,1502
550,2218,sign,0.29959,1586,Person7_1,1667,817
551,1271,cloudSign,0.37114,1358,Person7_13,2635,1190
552,1865,cupcakePaper,0.27655,1801,Person7_13,1264,41
553,1351,partyFavor,0.25878,1734,Person7_13,2151,11
554,1936,sign,0.38128,968,Person7_13,1963,11
555,1119,hairClip,0.26673,968,Person7_13,2527,1714
556,1129,cloudSign,0.44299999999999995,995,Person28_3,1062,817
557,525,eyeball,0.5897399999999999,820,Person28_3,2568,1150
558,1271,metalKey,0.48951999999999996,1573,Person28_3,1358,767
559,1180,pinkCandle,0.26295,404,Person28_3,1371,817
560,1069,redWhistle,0.32900999999999997,1519,Person28_3,807,857
561,303,blueSunglasses,0.28245,914,Person28_3,2285,1452
562,1361,hairClip,0.47518999999999995,1008,Person28_3,1076,736
563,575,lavenderDie,0.55333,457,Person28_3,2487,1301
564,706,stickerBox,0.44056000000000006,471,Person28_3,1344,1069
565,2006,yellowBag,0.34635,1976,Person28_3,2070,1029
566,2366,birdCall,0.46813999999999995,1140,Person28_5,615,1533
567,901,eyeball,0.3153,928,Person28_5,928,1694
568,1667,hairClip,0.28248,807,Person28_5,787,780
569,1544,redWhistle,0.8619,1573,Person28_6,,
570,922,hairClip,0.34825,1296,Person28_6,,
571,676,eyeball,0.43523,1264,Person28_1,1519,857
572,1129,metalKey,0.31101,1560,Person28_1,1667,1049
573,1976,pumpkinNotes,0.34301,1869,Person28_1,646,394
574,2289,sign,0.42158,1533,Person28_1,1694,464
575,1160,silverStraw,0.40026,1869,Person28_1,2178,817
576,394,blueSunglasses,0.27796,1291,Person28_1,1224,1190
577,1694,stickerBox,0.47479,1304,Person28_1,632,777
578,2097,yellowBag,0.38058000000000003,1963,Person28_1,2084,938
579,2107,canadaPencil,0.26561,1761,Person28_2,1896,515
580,1704,cloudSign,0.33202,1304,Person28_2,1506,535
581,767,eyeball,0.38037,1008,Person28_2,793,1039
582,1402,metalKey,0.46476999999999996,1667,Person28_2,1896,696
583,938,pinkCandle,0.27002,377,Person28_2,1667,1573
584,2309,sign,0.47981,1640,Person28_2,1331,726
585,1160,silverStraw,0.39347,2124,Person28_2,1922,807
586,515,blueSunglasses,0.34643,1627,Person28_2,484,1351
587,948,stickerBox,0.38008000000000003,901,Person28_2,861,938
588,1946,yellowBag,0.3287,2151,Person28_2,1896,1089
589,1613,cloudSign,0.38982,857,Person28_4,968,1922
590,767,eyeball,0.26406,746,Person28_4,817,1775
591,3481,sign,0.34919,474,Person28_4,736,565
592,1174,cloudSign,0.33348,1460,Person33_39,1160,2667
593,1027,eyeball,0.52375,1740,Person33_39,1920,787
594,1294,pinkCandle,0.29415,520,Person33_39,1640,2374
595,347,blueSunglasses,0.29138000000000003,1660,Person33_39,2820,1094
596,1360,hairClip,0.6536,1500,Person33_39,1180,2640
597,600,lavenderDie,0.44343999999999995,560,Person33_39,1620,3240
598,3200,yellowBag,0.4621,3920,Person33_39,1680,520
599,263,eyeball,0.26064,166,Person33_4,99,201
600,629,sign,0.35485,192,Person33_4,3,63
601,797,eyeball,0.44414,1035,Person33_33,2218,575
602,1351,hairClip,0.29725999999999997,1008,Person33_33,2232,525
603,406,cloudSign,0.33645,135,Person33_1,473,197
604,278,eyeball,0.31438,142,Person33_1,262,5
605,376,hairClip,0.25336,156,Person33_1,312,871
606,244,lavenderDie,0.39625,80,Person33_1,240,13
607,608,cloudSign,0.27598,661,Person33_21,757,4
608,420,pinkCandle,0.40231999999999996,214,Person33_21,981,4
609,676,sign,0.35862,299,Person33_21,944,4
610,1894,birdCall,0.26086,1960,Person33_47,3120,1454
611,1374,cloudSign,0.434,1460,Person33_47,3320,1414
612,1280,cupcakePaper,0.2543,1360,Person33_47,3380,1480
613,1334,eyeball,0.42018999999999995,1720,Person33_47,2800,334
614,1734,metalKey,0.27838,1860,Person33_47,3140,1560
615,1067,pinkCandle,0.37824,580,Person33_47,3760,1614
616,680,blueSunglasses,0.43238000000000004,1860,Person33_47,3140,1800
617,1640,hairClip,0.70873,1840,Person33_47,3140,1360
618,520,lavenderDie,0.4872,580,Person33_47,740,1600
619,2774,yellowBag,0.30073,4120,Person33_47,20,1240
620,1333,sign,0.26059,312,Person33_20,404,272
621,411,eyeball,0.2944,312,Person33_26,400,880
622,1285,sign,0.37351999999999996,236,Person33_26,268,203
623,668,birdCall,0.26521999999999996,608,Person33_23,997,4
624,896,canadaPencil,0.34931999999999996,1035,Person33_23,342,96
625,108,blueSunglasses,0.29945,368,Person33_23,1130,324
626,416,hairClip,0.76765,368,Person33_23,1237,188
627,1640,cloudSign,0.26624000000000003,1120,Person33_38,1780,987
628,867,eyeball,0.38592,1340,Person33_38,2520,2280
629,1400,pinkCandle,0.688,480,Person33_38,4680,894
630,3627,sign,0.69006,1480,Person33_38,4200,14
631,2054,silverStraw,0.28224,1820,Person33_38,3980,1094
632,240,blueSunglasses,0.26361,860,Person33_38,1920,2587
633,667,lavenderDie,0.5685600000000001,860,Person33_38,1900,1494
634,2920,yellowBag,0.28917,3980,Person33_38,1660,374
635,404,cupcakePaper,0.265,426,Person33_9,53,3
636,137,eyeball,0.28725,241,Person33_9,590,267
637,111,lavenderDie,0.70498,95,Person33_9,593,324
638,413,yellowBag,0.35645,433,Person33_9,618,310
639,1654,cloudSign,0.34433,1460,Person33_44,760,1280
640,694,eyeball,0.5206,1140,Person33_44,2220,960
641,547,blueSunglasses,0.32469000000000003,1620,Person33_44,3260,2134
642,1640,hairClip,0.55984,1480,Person33_44,740,1614
643,614,lavenderDie,0.58343,640,Person33_44,2020,960
644,1787,cloudSign,0.41475,1800,Person33_52,4040,1787
645,960,eyeball,0.48336,1400,Person33_52,3780,1947
646,1360,metalKey,0.30489,1780,Person33_52,2320,880
647,1134,hairClip,0.70294,1240,Person33_52,4700,1040
648,654,lavenderDie,0.47925,620,Person33_52,3280,1494
649,453,canadaPencil,0.28298,392,Person33_11,310,456
650,416,cloudSign,0.29594000000000004,208,Person33_11,168,105
651,328,pinkCandle,0.35864,70,Person33_11,192,379
652,963,sign,0.5492100000000001,105,Person33_11,173,55
653,676,yellowBag,0.40081999999999995,341,Person33_11,362,4
654,434,birdCall,0.27901,250,Person33_7,257,506
655,278,pinkCandle,0.34255,39,Person33_7,413,359
656,578,pumpkinNotes,0.26618,353,Person33_7,3,4
657,319,hairClip,0.5493399999999999,195,Person33_7,27,350
658,1344,sign,0.43715,524,Person33_18,552,59
659,187,lavenderDie,0.61952,92,Person33_18,512,987
660,1347,eyeball,0.4526,1060,Person33_53,2700,1480
661,1694,pinkCandle,0.34926,440,Person33_53,2940,1307
662,1560,redWhistle,0.36937,3020,Person33_53,1680,1600
663,2267,trophy,0.33047,1820,Person33_53,2300,1320
664,414,blueSunglasses,0.27116,1820,Person33_53,2280,1934
665,1414,hairClip,0.8916700000000001,1560,Person33_53,2440,1480
666,1360,redWhistle,0.851,2299,Person33_28,,
667,2608,birdCall,0.29639,1341,Person33_54,515,565
668,2514,pumpkinNotes,0.29539,1482,Person33_54,666,1143
669,1398,redWhistle,0.31314000000000003,1200,Person33_54,797,1748
670,3750,sign,0.47006000000000003,1089,Person33_54,11,269
671,1680,silverStraw,0.3209,1250,Person33_54,1422,2366
672,861,blueSunglasses,0.27061,1170,Person33_54,595,1143
673,423,birdCall,0.44137,547,Person33_12,325,300
674,368,cupcakePaper,0.30239,517,Person33_12,427,3
675,176,eyeball,0.38473,384,Person33_12,500,353
676,250,pinkCandle,0.37866,82,Person33_12,649,315
677,596,sign,0.45136000000000004,316,Person33_12,5,128
678,130,lavenderDie,0.43896999999999997,154,Person33_12,419,420
679,360,yellowBag,0.26816999999999996,943,Person33_12,30,3
680,108,cloudSign,0.35152,87,Person33_13,180,14
681,166,eyeball,0.31648000000000004,202,Person33_13,130,507
682,665,sign,0.26409,207,Person33_13,516,87
683,2070,birdCall,0.34343,1351,Person33_41,716,1385
684,1129,pinkCandle,0.36741,303,Person33_41,1462,1882
685,2433,pumpkinNotes,0.6024,1543,Person33_41,646,27
686,2984,sign,0.40012,656,Person33_41,1089,1062
687,592,blueSunglasses,0.3481,888,Person33_41,968,2124
688,2783,yellowBag,0.27376999999999996,1533,Person33_41,11,1264
689,487,birdCall,0.47701000000000005,300,Person33_6,339,61
690,271,cloudSign,0.34692,161,Person33_6,147,636
691,290,eyeball,0.33705,188,Person33_6,500,29
692,305,pinkCandle,0.36267,101,Person33_6,591,4
693,512,pumpkinNotes,0.36208,293,Person33_6,293,182
694,668,sign,0.42818,284,Person33_6,296,290
695,271,blueSunglasses,0.25169,293,Person33_6,344,99
696,359,hairClip,0.51663,197,Person33_6,288,271
697,1815,birdCall,0.33532,1586,Person33_29,1371,696
698,837,cloudSign,0.38359,995,Person33_29,1640,1190
699,1029,eyeball,0.26419000000000004,968,Person33_29,2258,242
700,1129,pinkCandle,0.44914,538,Person33_29,2164,414
701,1089,pumpkinNotes,0.27437,1734,Person33_29,1277,837
702,1079,redWhistle,0.27396,1452,Person33_29,1412,1059
703,2188,sign,0.28681999999999996,1076,Person33_29,1062,11
704,1785,trophy,0.32177,1546,Person33_29,1371,515
705,394,blueSunglasses,0.31945,793,Person33_29,1775,1412
706,1351,hairClip,0.28606,1210,Person33_29,1546,948
707,2037,yellowBag,0.31583,1896,Person33_29,14,11
708,1440,cloudSign,0.42549,1321,Person33_60,2796,1348
709,957,eyeball,0.34497,1245,Person33_60,2811,1636
710,438,blueSunglasses,0.32114000000000004,1152,Person33_60,2888,1867
711,1222,hairClip,0.52818,984,Person33_60,16,1498
712,2650,yellowBag,0.4114,3487,Person33_60,62,818
713,2027,birdCall,0.3301,2460,Person33_61,1560,534
714,1414,pinkCandle,0.26252,560,Person33_61,2920,1427
715,1520,redWhistle,0.52081,1980,Person33_61,1780,1094
716,2987,sign,0.28155,1380,Person33_61,2500,907
717,1494,hairClip,0.8859899999999999,1460,Person33_61,2080,1147
718,640,lavenderDie,0.34165,520,Person33_61,2520,1520
719,2507,yellowBag,0.25545999999999996,3320,Person33_61,20,14
720,1956,canadaPencil,0.33211,1842,Person33_56,686,615
721,1321,cloudSign,0.27645,901,Person33_56,592,928
722,726,eyeball,0.34683,901,Person33_56,565,1049
723,1331,metalKey,0.29825,1560,Person33_56,807,958
724,1150,pinkCandle,0.46803,336,Person33_56,2272,414
725,2228,pumpkinNotes,0.48168,1613,Person33_56,2218,807
726,545,blueSunglasses,0.41508999999999996,1331,Person33_56,1788,1109
727,1775,yellowBag,0.3877,2688,Person33_56,229,11
728,1040,sign,0.64218,352,Person33_15,808,565
729,251,lavenderDie,0.26436,112,Person33_15,584,736
730,1069,cloudSign,0.25311999999999996,834,Person33_48,861,1281
731,1079,pinkCandle,0.35104,363,Person33_48,1103,1714
732,1311,redWhistle,0.58932,1385,Person33_48,1439,736
733,1946,sign,0.42144,1304,Person33_48,2084,1089
734,867,hairClip,0.3373,968,Person33_48,807,1644
735,2460,yellowBag,0.30113,1734,Person33_48,14,575
736,1245,birdCall,0.41247,1639,Person33_55,492,607
737,922,cloudSign,0.39375,1038,Person33_55,506,761
738,1022,eyeball,0.40012,1011,Person33_55,233,569
739,768,pinkCandle,0.25991,396,Person33_55,3168,1007
740,753,redWhistle,0.25999,1270,Person33_55,1229,999
741,1636,sign,0.33674,929,Person33_55,274,408
742,315,blueSunglasses,0.39189,1229,Person33_55,2458,1222
743,838,hairClip,0.68481,984,Person33_55,1407,999
744,331,lavenderDie,0.4435,355,Person33_55,2567,730
745,1284,cloudSign,0.2536,507,Person33_57,653,2827
746,2103,cupcakePaper,0.33776999999999996,799,Person33_57,1329,14
747,560,lavenderDie,0.29129,239,Person33_57,1767,2799
748,1053,cloudSign,0.36198,1188,Person33_49,1598,853
749,1375,cupcakePaper,0.3584,1967,Person33_49,1229,538
750,868,pinkCandle,0.34434000000000003,396,Person33_49,2854,469
751,1068,birdCall,0.29529,1707,Person33_30,1926,1014
752,730,cloudSign,0.33121,792,Person33_30,902,1160
753,784,eyeball,0.36494,943,Person33_30,2308,1183
754,815,redWhistle,0.56803,1325,Person33_30,2390,492
755,185,blueSunglasses,0.31103000000000003,874,Person33_30,861,1621
756,830,hairClip,0.80371,1038,Person33_30,806,1168
757,361,lavenderDie,0.51748,437,Person33_30,1093,1383
758,1321,yellowBag,0.32488,2540,Person33_30,929,991
759,661,cloudSign,0.26687,300,Person33_14,4,6
760,427,eyeball,0.26389,376,Person33_14,116,86
761,544,pinkCandle,0.27085,92,Person33_14,676,464
762,827,trophy,0.27123,556,Person33_14,20,6
763,230,blueSunglasses,0.26036,376,Person33_14,368,859
764,800,yellowBag,0.36864,568,Person33_14,192,805
765,1603,canadaPencil,0.2699,2500,Person33_31,350,565
766,636,eyeball,0.2788,888,Person33_31,847,1089
767,988,pinkCandle,0.32882,377,Person33_31,1680,1129
768,1492,redWhistle,0.51147,1479,Person33_31,2541,1059
769,1220,hairClip,0.40824,1076,Person33_31,484,807
770,464,lavenderDie,0.26036,404,Person33_31,1089,1160
771,2016,yellowBag,0.33181,2473,Person33_31,54,1019
772,1014,cloudSign,0.3982,1140,Person33_45,2220,2160
773,667,eyeball,0.44741000000000003,1060,Person33_45,120,2960
774,1067,pinkCandle,0.29961,780,Person33_45,3680,454
775,1760,silverStraw,0.30096,2660,Person33_45,1440,667
776,1254,hairClip,0.6967,1320,Person33_45,2120,2107
777,667,lavenderDie,0.7673,740,Person33_45,240,2960
778,301,pinkCandle,0.25519000000000003,63,Person33_3,353,501
779,351,redWhistle,0.39311999999999997,192,Person33_3,286,476
780,394,birdCall,0.30704000000000004,576,Person33_8,5,29
781,200,eyeball,0.33352,256,Person33_8,376,34
782,339,pumpkinNotes,0.26873,453,Person33_8,5,368
783,245,redWhistle,0.40283,355,Person33_8,773,3
784,449,sign,0.29416,252,Person33_8,653,274
785,132,blueSunglasses,0.29771,359,Person33_8,141,164
786,260,hairClip,0.40364,312,Person33_8,338,53
787,152,lavenderDie,0.28733000000000003,158,Person33_8,508,408
788,1835,birdCall,0.29312,1707,Person33_32,1613,474
789,1452,canadaPencil,0.29306,2326,Person33_32,14,646
790,968,cloudSign,0.36359,888,Person33_32,2003,1109
791,1956,pumpkinNotes,0.46408,1775,Person33_32,1546,404
792,1190,redWhistle,0.28176999999999996,1439,Person33_32,1707,797
793,2148,trophy,0.25464000000000003,1573,Person33_32,1654,555
794,454,blueSunglasses,0.30498000000000003,1277,Person33_32,1801,1150
795,1160,hairClip,0.55056,1116,Person33_32,1882,837
796,2238,yellowBag,0.39898,2111,Person33_32,14,797
797,348,eyeball,0.35058,363,Person33_24,443,300
798,416,pinkCandle,0.37492,86,Person33_24,805,344
799,999,eyeball,0.37969,761,Person33_59,1199,384
800,1490,pinkCandle,0.49033000000000004,496,Person33_59,1360,3042
801,2043,redWhistle,0.31695999999999996,1106,Person33_59,1049,415
802,3794,sign,0.74939,784,Person33_59,1222,830
803,1598,hairClip,0.51964,772,Person33_59,1222,707
804,3610,yellowBag,0.49167,2063,Person33_59,1406,308
805,322,cloudSign,0.33497,355,Person33_2,227,63
806,240,pinkCandle,0.36052,86,Person33_2,367,111
807,353,pumpkinNotes,0.43118,419,Person33_2,658,209
808,348,redWhistle,0.53472,521,Person33_2,611,209
809,1029,canadaPencil,0.29154,568,Person33_27,364,208
810,315,eyeball,0.27951,204,Person33_27,364,699
811,667,metalKey,0.38779,472,Person33_27,320,406
812,475,redWhistle,0.49822,336,Person33_27,216,613
813,1221,sign,0.30679,300,Person33_27,580,6
814,859,silverStraw,0.52355,664,Person33_27,304,299
815,1130,yellowBag,0.27398,884,Person33_27,288,475
816,273,pinkCandle,0.25888,53,Person33_10,204,21
817,533,sign,0.33731,214,Person33_10,3,359
818,483,silverStraw,0.27563000000000004,360,Person33_10,101,356
819,675,yellowBag,0.33349,351,Person33_10,3,72
820,528,eyeball,0.26277,252,Person33_22,264,379
821,784,partyFavor,0.26313000000000003,448,Person33_22,328,358
822,656,pinkCandle,0.25904,124,Person33_22,236,528
823,272,blueSunglasses,0.32936,400,Person33_22,360,1178
824,1920,birdCall,0.41445,2820,Person33_42,1360,1747
825,1747,cloudSign,0.25006999999999996,1500,Person33_42,3320,1800
826,814,eyeball,0.4374,2260,Person33_42,2920,2614
827,720,blueSunglasses,0.47983000000000003,2380,Person33_42,1180,2627
828,1520,hairClip,0.67303,1700,Person33_42,1080,2267
829,654,lavenderDie,0.43973999999999996,620,Person33_42,1560,2640
830,1907,stickerBox,0.27625,1540,Person33_42,3320,2067
831,216,eyeball,0.34517,645,Person33_17,411,544
832,388,pinkCandle,0.41113999999999995,134,Person33_17,672,528
